Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP2684,,Clean,,26000.0,2003.0,UNICEF,Free,21.0,Motorized Pump,"(-20.16910679922232, 24.201747573576284)",Not Functioning
WP2685,,Clean,,23000.0,,Red Cross,Free,19.0,,"(-18.86286210451749, 24.12119591771547)",Not Functioning
,Well,Contaminated,34.0,20000.0,1999.0,Red Cross,Free,25.0,Motorized Pump,"(-19.67946272411463, 24.726254116769308)",Not Functioning
,River,Contaminated,,25000.0,1998.0,USAID,Free,,Motorized Pump,"(-19.63533771635525, 25.11832846974899)",Not Functioning
WP2688,Well,,34.0,24000.0,1992.0,USAID,Free,32.0,,"(-17.72965576253638, 26.98514712986682)",Not Functioning
WP2689,Well,Contaminated,41.0,23000.0,1991.0,USAID,Free,33.0,Motorized Pump,"(-23.355507537031393, 25.94963018579667)",
WP2690,Well,Contaminated,46.0,25000.0,2005.0,,Free,19.0,Motorized Pump,"(-20.799638577548173, 26.15481658394682)",Not Functioning
WP2691,Well,Contaminated,34.0,26000.0,1997.0,Red Cross,Pay per use,,Solar Pump,,Not Functioning
,Lake,Contaminated,44.0,22000.0,1997.0,Oxfam,Free,27.0,Motorized Pump,"(-21.937188834065587, 25.59220279226261)",Functioning
WP2693,Borehole,Clean,41.0,22000.0,2014.0,Red Cross,,10.0,Motorized Pump,"(-19.553571842126, 25.55006606879627)",Not Functioning
,Well,Contaminated,39.0,29000.0,,Red Cross,Free,21.0,Hand Pump,"(-19.20327715818643, 26.100658501347006)",Functioning
WP2695,,Contaminated,46.0,26000.0,2018.0,USAID,Pay per use,6.0,Motorized Pump,"(-20.65697167789128, 21.89001160943991)",Functioning
WP2696,Well,Contaminated,42.0,25000.0,,Red Cross,Free,16.0,Motorized Pump,"(-20.19821202220355, 27.149919820522378)",Not Functioning
WP2697,,Contaminated,50.0,26000.0,2002.0,Red Cross,,,Motorized Pump,"(-19.134416507903637, 26.54512753266482)",Functioning
WP2698,Lake,Contaminated,45.0,,,Red Cross,Free,27.0,Motorized Pump,"(-22.163576234498084, 21.620452130125)",Functioning
WP2699,Well,Contaminated,34.0,27000.0,2001.0,Red Cross,Free,23.0,Motorized Pump,"(-22.96010263479272, 20.923882152616034)",Not Functioning
WP2700,Well,Contaminated,35.0,23000.0,,Red Cross,,30.0,Solar Pump,"(-21.33818088391146, 21.496227960296352)",Not Functioning
WP2701,Lake,Contaminated,41.0,25000.0,2010.0,USAID,,14.0,Motorized Pump,"(-21.64570454986097, 26.334622597098097)",Not Functioning
WP2702,Well,Contaminated,42.0,25000.0,2007.0,Red Cross,Free,,Solar Pump,,Not Functioning
,,,40.0,18000.0,2010.0,UNICEF,Pay per use,14.0,Solar Pump,"(-20.443502673556726, 24.756535886969637)",Not Functioning
WP2704,Lake,Contaminated,55.0,,2017.0,Red Cross,Free,7.0,Solar Pump,"(-23.6002058088373, 22.80330734071466)",Not Functioning
WP2705,Borehole,Contaminated,49.0,24000.0,2014.0,,Free,10.0,,"(-20.927354079651447, 24.797121837698608)",Functioning
WP2706,Borehole,Contaminated,44.0,22000.0,2018.0,USAID,Free,6.0,Motorized Pump,"(-17.692162167970352, 28.25540690095362)",Not Functioning
WP2707,Well,Contaminated,43.0,28000.0,,Red Cross,,8.0,Motorized Pump,"(-18.707937751558465, 24.72923009129148)",Not Functioning
WP2708,Well,Contaminated,,24000.0,2015.0,Red Cross,Pay per use,9.0,,"(-19.517460926852863, 25.315471790108084)",Functioning
WP2709,River,Contaminated,46.0,22000.0,1998.0,USAID,Pay per use,,Motorized Pump,"(-22.301413328763346, 19.338657546674796)",Functioning
WP2710,River,Contaminated,31.0,25000.0,2001.0,,Free,,Motorized Pump,"(-18.878869336096685, 21.584963911649186)",Functioning
WP2711,Lake,Clean,38.0,28000.0,1997.0,USAID,Free,,Motorized Pump,"(-22.705216656888382, 26.34694193059326)",Not Functioning
,Well,Contaminated,45.0,20000.0,2005.0,USAID,Free,,Solar Pump,"(-22.180085010297894, 19.73405798425951)",Not Functioning
WP2713,,Clean,43.0,,2016.0,USAID,Free,8.0,Motorized Pump,"(-17.68244933289231, 25.926503858853835)",Not Functioning
WP2714,Borehole,,39.0,26000.0,2010.0,Red Cross,Pay per use,14.0,Motorized Pump,"(-22.936305467268383, 21.204501567139026)",Not Functioning
WP2715,Well,Contaminated,33.0,23000.0,1993.0,,,31.0,Hand Pump,"(-21.196232511019232, 25.250884463294135)",Not Functioning
WP2716,,Clean,,18000.0,2006.0,USAID,Free,18.0,,"(-20.140074468298828, 24.6458131748608)",Not Functioning
WP2717,Lake,Contaminated,,19000.0,1994.0,Red Cross,Free,,Solar Pump,"(-21.733129571506012, 19.188220510195045)",
WP2718,Well,Contaminated,,28000.0,1994.0,Red Cross,,30.0,Motorized Pump,"(-19.298100850560754, 25.06258417372519)",Not Functioning
WP2719,Borehole,Contaminated,39.0,,,,Free,33.0,Hand Pump,"(-23.83828384245139, 24.44221203588829)",Functioning
WP2720,Well,,40.0,22000.0,2012.0,USAID,Free,12.0,Solar Pump,"(-18.589515984947365, 26.58798986109085)",Not Functioning
WP2721,Well,Contaminated,46.0,24000.0,1995.0,World Bank,Pay per use,29.0,Solar Pump,"(-18.02882682737322, 24.891064545098036)",Not Functioning
WP2722,Borehole,Clean,46.0,27000.0,2003.0,Red Cross,Free,21.0,,,Not Functioning
WP2723,Well,Clean,40.0,19000.0,1996.0,,Pay per use,28.0,Hand Pump,"(-18.757276570687008, 26.547167384450148)",Not Functioning
WP2724,,Contaminated,42.0,31000.0,2003.0,USAID,Free,21.0,Motorized Pump,"(-23.695155534463936, 22.938595913762704)",Not Functioning
,River,Clean,47.0,23000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,"(-19.99739421626519, 25.46551561663908)",Functioning
WP2726,,,37.0,22000.0,2020.0,Red Cross,Free,4.0,Motorized Pump,"(-18.62784459110906, 24.1543255607113)",Not Functioning
WP2727,Well,Contaminated,36.0,26000.0,2016.0,USAID,Pay per use,8.0,Solar Pump,"(-18.526615532134453, 27.837807607570234)",Not Functioning
WP2728,,,39.0,23000.0,,,Pay per use,16.0,Motorized Pump,"(-20.593696836348936, 22.766949993582937)",Not Functioning
WP2729,Well,Contaminated,43.0,21000.0,,Red Cross,Free,9.0,Solar Pump,"(-23.906907374823586, 22.263650992014796)",Not Functioning
WP2730,Borehole,Contaminated,31.0,29000.0,,Red Cross,Free,,Solar Pump,"(-20.61809412917374, 19.444378438914274)",Not Functioning
WP2731,River,Clean,,20000.0,2014.0,USAID,Free,10.0,Motorized Pump,"(-20.375018757755747, 27.852664064930103)",Not Functioning
WP2732,River,Contaminated,42.0,27000.0,2014.0,Oxfam,,,Motorized Pump,"(-22.814446927979628, 19.624005072489837)",Not Functioning
WP2733,Well,,51.0,24000.0,2014.0,,Free,10.0,Motorized Pump,"(-19.33361708355135, 25.499466474668168)",Not Functioning
WP2734,Borehole,Clean,32.0,28000.0,1994.0,Red Cross,,30.0,Motorized Pump,"(-22.99086462974939, 26.48557278951001)",Not Functioning
WP2735,Well,Contaminated,40.0,26000.0,2007.0,USAID,Pay per use,17.0,Solar Pump,"(-17.788035613800865, 24.578635452082224)",Not Functioning
WP2736,Lake,Clean,47.0,25000.0,2017.0,USAID,Pay per use,7.0,Motorized Pump,"(-17.777273385980287, 26.7953060515645)",Not Functioning
WP2737,Lake,Contaminated,,,1992.0,,Pay per use,32.0,Solar Pump,"(-18.841994941006206, 28.318994897252402)",Not Functioning
,,,38.0,21000.0,2008.0,Red Cross,Pay per use,16.0,Hand Pump,"(-23.896382633547105, 24.468301909532855)",Not Functioning
WP2739,Lake,Clean,26.0,,2004.0,,Pay per use,20.0,Solar Pump,"(-17.843416008923807, 21.382486729532538)",Not Functioning
,Well,Contaminated,,22000.0,2020.0,USAID,Pay per use,4.0,,"(-21.485887845137462, 26.85556092523673)",Functioning
WP2741,Lake,Clean,49.0,22000.0,2006.0,Red Cross,Free,,Hand Pump,,Not Functioning
WP2742,Well,,40.0,27000.0,2007.0,Oxfam,Free,17.0,Motorized Pump,"(-18.421328672872477, 25.391251916332905)",Not Functioning
,Well,Contaminated,35.0,,,USAID,Pay per use,13.0,Motorized Pump,"(-18.841236260000528, 27.494677619128232)",Not Functioning
WP2744,Well,Contaminated,40.0,,2004.0,USAID,Free,,Motorized Pump,"(-17.692374652833024, 24.088031143104114)",Not Functioning
WP2745,Well,Contaminated,37.0,,2004.0,Red Cross,Free,20.0,Motorized Pump,"(-18.840001664947483, 24.125442833738457)",Not Functioning
,Borehole,Contaminated,37.0,29000.0,2012.0,Red Cross,Free,12.0,Solar Pump,"(-19.25834954410205, 25.579209477302115)",Not Functioning
WP2747,River,Clean,38.0,28000.0,,Red Cross,Free,8.0,Motorized Pump,"(-18.364963006023572, 28.20790176108752)",Not Functioning
WP2748,Well,Contaminated,38.0,19000.0,1997.0,Red Cross,Free,27.0,Motorized Pump,"(-20.786615953428914, 26.517948648633073)",Not Functioning
WP2749,Well,Contaminated,43.0,22000.0,2006.0,Red Cross,Pay per use,18.0,Motorized Pump,"(-22.424942510228906, 21.087263533863226)",Functioning
WP2750,Well,Contaminated,46.0,26000.0,2006.0,Red Cross,Free,18.0,Solar Pump,"(-21.411931740836984, 25.279409587935085)",Not Functioning
WP2751,Well,Contaminated,51.0,25000.0,,Red Cross,Free,,Motorized Pump,,Functioning
WP2752,Borehole,Contaminated,42.0,23000.0,2013.0,Red Cross,,11.0,Solar Pump,"(-22.821639832324806, 20.302260027944328)",Not Functioning
WP2753,River,,,18000.0,1990.0,USAID,Free,34.0,Motorized Pump,"(-20.673548481669627, 20.646232000509638)",Not Functioning
WP2754,Well,Clean,54.0,22000.0,1998.0,Red Cross,Free,26.0,Solar Pump,"(-23.29442858750051, 19.546638656035437)",Not Functioning
WP2755,Lake,Contaminated,,20000.0,2002.0,,Free,22.0,Motorized Pump,"(-21.35081722472002, 19.042604884347206)",Not Functioning
,,Contaminated,31.0,21000.0,2018.0,World Bank,Free,6.0,Motorized Pump,,
WP2757,Borehole,Contaminated,42.0,23000.0,2000.0,USAID,Pay per use,24.0,Solar Pump,"(-21.112023927986495, 26.23802358181417)",Not Functioning
WP2758,Well,Contaminated,31.0,26000.0,2018.0,USAID,Free,6.0,,"(-22.889182604698874, 22.573702715257195)",
,Well,Contaminated,35.0,22000.0,1997.0,UNICEF,Pay per use,27.0,Motorized Pump,"(-22.046319220700994, 25.103454279568062)",Functioning
WP2760,Well,Contaminated,36.0,28000.0,2018.0,Oxfam,Free,6.0,Motorized Pump,"(-21.93288131666993, 21.0151470091536)",Not Functioning
WP2761,,Contaminated,42.0,23000.0,2002.0,Oxfam,Free,22.0,Motorized Pump,"(-23.51661284097196, 23.752159745242484)",Not Functioning
WP2762,Borehole,Clean,38.0,17000.0,2017.0,Red Cross,Free,7.0,Solar Pump,,Not Functioning
WP2763,,Contaminated,,25000.0,2000.0,,Pay per use,24.0,,,Not Functioning
WP2764,Borehole,Contaminated,37.0,25000.0,2001.0,,Pay per use,23.0,,"(-18.208668795808517, 26.53928282603197)",Functioning
,Well,Contaminated,42.0,,2002.0,USAID,Free,22.0,Solar Pump,"(-18.757320241461166, 27.889470991121318)",Not Functioning
WP2766,Well,Contaminated,49.0,24000.0,2005.0,Red Cross,Pay per use,,Motorized Pump,"(-21.173973812164263, 27.334599005947307)",Functioning
WP2767,Well,Clean,39.0,23000.0,,Red Cross,Free,13.0,Solar Pump,,Not Functioning
WP2768,Well,Contaminated,56.0,24000.0,1993.0,Red Cross,Free,31.0,Motorized Pump,"(-22.17459846061645, 22.29716090670594)",Functioning
WP2769,Well,Contaminated,34.0,25000.0,1996.0,Red Cross,Free,28.0,Motorized Pump,"(-21.38757169188684, 27.521331698785907)",Not Functioning
WP2770,Well,Contaminated,42.0,25000.0,2014.0,USAID,Free,10.0,Motorized Pump,"(-22.058335007394835, 26.275511728916392)",Functioning
WP2771,,Clean,,,1991.0,Red Cross,Pay per use,33.0,Motorized Pump,"(-22.584799779256073, 21.58628609073343)",Not Functioning
,Well,Contaminated,36.0,22000.0,2002.0,USAID,Pay per use,,Hand Pump,"(-23.185826468450863, 22.08891810497085)",Functioning
,Well,Contaminated,46.0,21000.0,1991.0,Red Cross,Free,33.0,Motorized Pump,"(-19.708143683273804, 25.431197652638378)",Not Functioning
WP2774,,Contaminated,42.0,25000.0,2016.0,USAID,Free,8.0,,"(-19.89930053117274, 24.871404869598322)",Not Functioning
WP2775,Well,Contaminated,43.0,,1999.0,Red Cross,Pay per use,25.0,,"(-19.5318653145217, 24.541341348089492)",Not Functioning
WP2776,River,Contaminated,39.0,23000.0,1991.0,Oxfam,Pay per use,,Solar Pump,"(-22.64006773391153, 21.979674831349666)",Not Functioning
WP2777,Well,Contaminated,51.0,24000.0,1996.0,Red Cross,Pay per use,28.0,,"(-18.360138741191466, 27.390450028500716)",Not Functioning
WP2778,Borehole,Contaminated,,26000.0,2008.0,Oxfam,Pay per use,,Motorized Pump,"(-17.969165810174886, 25.18598974480995)",Functioning
WP2779,,Contaminated,40.0,20000.0,1991.0,Red Cross,Free,,Motorized Pump,,Not Functioning
WP2780,Borehole,Contaminated,30.0,17000.0,2003.0,Red Cross,Pay per use,21.0,,"(-23.96240660995626, 22.56897402122638)",Not Functioning
WP2781,Lake,Contaminated,48.0,23000.0,2011.0,Oxfam,Free,13.0,Motorized Pump,"(-23.645091810218197, 23.896788438494454)",Not Functioning
WP2782,River,Contaminated,42.0,20000.0,1990.0,Red Cross,Pay per use,34.0,Motorized Pump,"(-19.67986009287161, 25.26109861821796)",Functioning
WP2783,,Contaminated,49.0,25000.0,2017.0,Red Cross,Free,,Solar Pump,"(-20.821366619074812, 25.70477994577818)",Not Functioning
WP2784,Lake,,35.0,28000.0,2007.0,UNICEF,,17.0,Solar Pump,"(-22.24365913844615, 24.27722420369611)",Not Functioning
WP2785,Well,Clean,46.0,25000.0,2000.0,,Free,24.0,Motorized Pump,"(-21.20039853604622, 22.31683412014728)",Not Functioning
WP2786,Well,Clean,42.0,24000.0,2019.0,Red Cross,Free,5.0,Solar Pump,"(-21.80694529207924, 25.966366016811268)",Not Functioning
WP2787,Well,Contaminated,39.0,22000.0,2007.0,Red Cross,Free,17.0,Solar Pump,,
,Well,Clean,39.0,27000.0,2005.0,Oxfam,Pay per use,19.0,Motorized Pump,"(-23.187139003937528, 25.350403942104798)",Not Functioning
,Well,Contaminated,,18000.0,2016.0,USAID,Free,8.0,,"(-19.47072890296209, 28.818044933380826)",Not Functioning
WP2790,Well,Contaminated,42.0,18000.0,2002.0,,Free,22.0,Motorized Pump,"(-19.054629411275343, 21.415250363944768)",Functioning
WP2791,Well,Clean,47.0,27000.0,2013.0,Red Cross,Pay per use,11.0,Solar Pump,"(-22.05044680759113, 22.189080692988956)",
WP2792,Well,Contaminated,35.0,25000.0,2000.0,Oxfam,Pay per use,24.0,Solar Pump,"(-22.773907194195996, 19.46904101750398)",Not Functioning
,Well,Contaminated,36.0,25000.0,1994.0,USAID,,30.0,,"(-23.6262297570104, 25.737950150338573)",Not Functioning
WP2794,Well,Clean,44.0,25000.0,2002.0,USAID,Free,22.0,,"(-17.58774502239993, 26.537736662696794)",
WP2795,Well,Clean,37.0,24000.0,2013.0,USAID,Free,11.0,Motorized Pump,"(-22.079904005873647, 21.755200605595306)",Not Functioning
WP2796,Well,Contaminated,30.0,22000.0,1993.0,USAID,Free,,Motorized Pump,"(-18.671126032669797, 24.459588520929124)",Not Functioning
,Well,Clean,37.0,26000.0,2017.0,,Free,7.0,Motorized Pump,"(-21.217801986575395, 27.921057290044086)",Not Functioning
WP2798,Well,Contaminated,47.0,25000.0,1991.0,Red Cross,Free,33.0,Motorized Pump,,Not Functioning
WP2799,,Contaminated,52.0,26000.0,1994.0,Oxfam,Pay per use,30.0,,"(-23.3464523502566, 24.52919640393558)",Not Functioning
WP2800,Well,Contaminated,41.0,25000.0,2005.0,UNICEF,Free,19.0,Motorized Pump,"(-23.26500416801997, 19.81235634578309)",Not Functioning
WP2801,Borehole,Contaminated,52.0,23000.0,2009.0,Red Cross,Pay per use,15.0,,"(-23.3580743719364, 24.472503489686247)",Not Functioning
,Lake,,48.0,26000.0,1992.0,,Free,32.0,Solar Pump,"(-17.758352741217603, 27.424522083873068)",Not Functioning
,Lake,Contaminated,43.0,31000.0,2005.0,USAID,Pay per use,19.0,Motorized Pump,"(-20.599453195544275, 25.15585591445023)",Not Functioning
WP2804,Well,Clean,42.0,,1994.0,Red Cross,,30.0,Motorized Pump,"(-17.972312018269896, 24.172702785034815)",Not Functioning
WP2805,Well,Clean,45.0,20000.0,2006.0,,Free,,Solar Pump,"(-23.72214046561292, 22.403744829039734)",
WP2806,,Contaminated,42.0,28000.0,,Red Cross,Free,,Motorized Pump,"(-23.922030116730177, 22.696572490496134)",Not Functioning
WP2807,Well,Contaminated,46.0,,2017.0,UNICEF,Pay per use,7.0,Hand Pump,"(-17.65626841748976, 25.148376458448915)",Not Functioning
WP2808,Lake,Clean,43.0,24000.0,1996.0,USAID,Free,28.0,Motorized Pump,,Not Functioning
,Well,Clean,42.0,24000.0,,,,33.0,Motorized Pump,"(-23.37897460505255, 23.54435185868463)",
WP2810,Lake,,40.0,23000.0,1995.0,Red Cross,Free,29.0,Motorized Pump,"(-20.96119044808009, 27.122489507885373)",Not Functioning
WP2811,Borehole,Clean,,22000.0,2020.0,Red Cross,Pay per use,4.0,Motorized Pump,"(-18.85018242558852, 21.21115674779624)",Not Functioning
WP2812,,Contaminated,36.0,,2011.0,Red Cross,,13.0,Hand Pump,,Not Functioning
WP2813,Lake,Contaminated,47.0,23000.0,2014.0,USAID,Free,,,"(-19.800882870028527, 22.780298120518914)",Not Functioning
WP2814,Well,Contaminated,40.0,32000.0,,USAID,Free,34.0,Solar Pump,"(-21.982498154633095, 26.35643124383177)",Not Functioning
WP2815,,Contaminated,32.0,24000.0,1997.0,Oxfam,Pay per use,27.0,Motorized Pump,"(-18.986056384586664, 23.766141910628377)",Functioning
WP2816,Well,Contaminated,34.0,29000.0,1991.0,Oxfam,Pay per use,33.0,Solar Pump,"(-23.661425714665533, 26.206916529840196)",Not Functioning
WP2817,Borehole,Clean,,25000.0,2015.0,USAID,Free,9.0,,,Not Functioning
WP2818,Well,Contaminated,53.0,24000.0,2015.0,USAID,Free,,Motorized Pump,"(-21.11645465401267, 27.06349023486188)",Functioning
WP2819,Well,Contaminated,39.0,23000.0,1999.0,Oxfam,Pay per use,25.0,Motorized Pump,"(-23.44951375986037, 20.555252615941328)",Not Functioning
WP2820,Borehole,Contaminated,,26000.0,1991.0,USAID,,33.0,,"(-21.111474329804064, 21.575954305946254)",Not Functioning
WP2821,Well,Contaminated,53.0,30000.0,,Oxfam,Free,31.0,Motorized Pump,"(-22.836621023888274, 22.032228999843657)",Functioning
WP2822,Lake,Clean,43.0,20000.0,1999.0,Oxfam,Free,25.0,Solar Pump,"(-21.036798141750214, 20.977454960277626)",Not Functioning
WP2823,Lake,Clean,38.0,,1995.0,Red Cross,Free,29.0,,"(-22.045529365167305, 19.74168813690241)",Not Functioning
WP2824,Lake,Clean,43.0,22000.0,1992.0,Red Cross,Pay per use,32.0,Solar Pump,"(-20.265199097184187, 27.218328180656712)",Not Functioning
,Lake,Contaminated,41.0,22000.0,,UNICEF,Free,,Motorized Pump,"(-21.314627589277073, 26.589152712450176)",Not Functioning
WP2826,Lake,Contaminated,36.0,27000.0,1990.0,Red Cross,Free,34.0,Motorized Pump,"(-19.255316559188334, 26.44175037635079)",
,Well,Contaminated,39.0,28000.0,2014.0,Red Cross,,10.0,Motorized Pump,"(-21.44960460015109, 24.279204991896048)",Not Functioning
WP2828,,Contaminated,41.0,22000.0,1995.0,Oxfam,Free,29.0,Motorized Pump,"(-17.969985333548824, 25.29129911936802)",Not Functioning
WP2829,River,,40.0,19000.0,2017.0,Oxfam,Free,7.0,,"(-20.646304824116495, 26.950747332920816)",Functioning
WP2830,Lake,Clean,48.0,27000.0,2011.0,Oxfam,Free,13.0,,"(-22.54396425561773, 23.42497910238559)",
WP2831,Well,Contaminated,40.0,22000.0,2011.0,,Pay per use,,Solar Pump,"(-22.481151322070204, 20.377459114922132)",Functioning
WP2832,Well,Contaminated,35.0,24000.0,2006.0,Red Cross,Pay per use,18.0,Motorized Pump,"(-21.367079248894505, 21.95109932725284)",Not Functioning
WP2833,Well,Contaminated,41.0,,2018.0,Red Cross,Free,6.0,Solar Pump,"(-19.157594753818355, 28.58878266658569)",Not Functioning
WP2834,Well,Contaminated,30.0,24000.0,2015.0,USAID,Pay per use,9.0,Solar Pump,,Not Functioning
,Well,Clean,41.0,24000.0,2008.0,Red Cross,Pay per use,16.0,Motorized Pump,"(-21.475202162570184, 19.985461515928826)",Not Functioning
WP2836,Lake,Clean,45.0,,1997.0,Red Cross,Free,27.0,Motorized Pump,"(-20.841908270321113, 22.780142570343727)",Not Functioning
WP2837,Lake,Contaminated,37.0,21000.0,1992.0,Oxfam,Free,,Solar Pump,"(-21.619222928712603, 24.54532291816354)",Not Functioning
WP2838,Well,Clean,45.0,17000.0,1990.0,,Free,34.0,Solar Pump,"(-21.37990958624362, 20.755064999217197)",Not Functioning
WP2839,,Contaminated,41.0,25000.0,1991.0,Red Cross,Free,33.0,,"(-21.516740073923597, 21.797326978345804)",
WP2840,Lake,Contaminated,41.0,25000.0,2009.0,USAID,Pay per use,,Motorized Pump,"(-22.750577390539757, 26.769750397694438)",Not Functioning
WP2841,Well,Contaminated,48.0,27000.0,1990.0,Red Cross,,34.0,Solar Pump,,Not Functioning
WP2842,Borehole,Contaminated,38.0,21000.0,2002.0,UNICEF,Pay per use,22.0,Motorized Pump,"(-21.54697121763031, 23.40466609753297)",Not Functioning
WP2843,Well,Clean,46.0,22000.0,2007.0,UNICEF,Free,17.0,Motorized Pump,"(-20.834183122666094, 19.45108910391705)",Not Functioning
WP2844,Borehole,Contaminated,39.0,24000.0,1998.0,Oxfam,Pay per use,,,"(-22.134317342366366, 23.6821527186038)",Functioning
WP2845,Well,,32.0,25000.0,2019.0,USAID,Pay per use,5.0,Solar Pump,"(-22.70963637757623, 21.62442033680427)",Not Functioning
WP2846,Lake,Contaminated,41.0,23000.0,2005.0,Red Cross,Free,,Motorized Pump,"(-21.214039388103135, 25.824233281735516)",
WP2847,Well,Contaminated,41.0,21000.0,2002.0,,Free,22.0,,"(-20.950942614136878, 22.957422635543878)",Not Functioning
WP2848,,Contaminated,45.0,19000.0,1998.0,USAID,Free,26.0,Solar Pump,"(-22.503067580322416, 20.34415254744391)",
WP2849,,Contaminated,42.0,21000.0,,Red Cross,Pay per use,26.0,Solar Pump,"(-20.743228707705654, 21.071001347653382)",Not Functioning
WP2850,Well,,47.0,23000.0,2019.0,,Free,5.0,Motorized Pump,"(-18.791815478420716, 20.5048829869943)",Not Functioning
